,r_5,r_9,r_12,r_177,r_180,r_181,r_182,r_183,r_184,r_187,r_190,r_194,r_195,r_199,r_241,r_242,label,pred
6523,0,11387,15,180,6533,0,0,0,0,0,32,32,0,0,4.84865E+11,3.24315E+11,0,0
62697,0,11391,29,7,6509,0,0,0,0,0,29,29,0,0,4686984680,2.53676E+11,0,0
8333,0,11393,17,58,6510,0,0,0,0,0,28,28,0,0,1.76347E+11,1.18368E+11,0,0
58156,0,11393,16,159,6561,0,0,0,0,0,28,28,0,0,5.44094E+11,2.97722E+11,0,0
14487,0,11401,15,202,6539,0,0,0,0,0,28,28,0,0,4.60074E+11,2.23178E+11,0,0
37868,0,11405,18,16,6532,0,0,0,0,0,24,24,0,0,8065192947,16362821108,0,0
26253,0,11408,15,112,6517,0,0,0,0,0,27,27,0,0,3.49557E+11,2.38233E+11,0,0
51022,0,11409,15,109,6535,0,0,0,0,0,26,26,0,0,3.34938E+11,2.29387E+11,0,0
31140,0,11409,15,120,6495,0,0,0,0,0,27,27,0,0,3.80482E+11,2.34618E+11,0,0
62657,0,11415,29,9,6525,0,0,0,0,0,28,28,0,1,4596210148,2.57524E+11,0,0
41640,0,11416,16,137,6444,0,0,0,0,0,28,28,0,0,4.40344E+11,2.70579E+11,0,0
8517,0,11416,16,126,6493,0,0,0,0,0,26,26,0,0,3.90425E+11,2.51429E+11,0,0
59878,0,11425,15,206,6521,0,0,0,0,0,27,27,0,0,4.64726E+11,2.74692E+11,0,0
51023,0,11433,15,110,6535,0,0,0,0,0,27,27,0,0,3.35661E+11,2.29966E+11,0,0
52299,0,11433,16,117,6467,0,0,0,0,0,29,29,0,0,3.61872E+11,2.59484E+11,0,0
11774,0,11434,17,121,6456,0,0,0,0,0,27,27,0,0,3.84259E+11,2.3727E+11,0,0
58158,0,11441,16,160,6561,0,0,0,0,0,28,28,0,0,5.46061E+11,2.99256E+11,0,0
8335,0,11441,17,58,6510,0,0,0,0,0,27,27,0,0,1.77509E+11,1.19401E+11,0,0
51678,2,11443,19,590,6477,0,0,2,0,0,29,29,0,0,1.43247E+12,2.73574E+11,1,1
63251,0,11443,25,8,6486,0,0,0,0,0,31,31,0,0,4684907369,2.69049E+11,0,0
52382,0,11451,14,221,6555,0,0,0,0,0,28,28,0,0,5.05416E+11,2.28042E+11,0,0
1638,0,11451,12,182,6526,0,0,0,0,0,29,29,0,0,3.94745E+11,2.25019E+11,0,0
30236,0,11451,14,185,6496,0,0,0,0,0,28,28,0,0,4.0631E+11,2.53609E+11,0,0
28970,0,11459,15,172,6543,0,0,0,0,0,30,30,0,0,5.17182E+11,3.32025E+11,0,0
6526,0,11459,15,182,6533,0,0,0,0,0,33,33,0,0,4.88244E+11,3.2718E+11,0,0
18834,0,11461,16,155,6534,0,0,0,0,0,36,36,0,0,5.16937E+11,2.77026E+11,0,0
62700,0,11463,29,7,6509,0,0,0,0,0,29,29,0,0,4686984680,2.53676E+11,0,0
41642,0,11464,16,137,6444,0,0,0,0,0,27,27,0,0,4.41928E+11,2.71936E+11,0,0
8336,0,11465,17,58,6510,0,0,0,0,0,27,27,0,0,1.78151E+11,1.19887E+11,0,0
63334,0,11467,25,12,6441,0,0,0,0,0,32,32,0,0,4640932033,2.69173E+11,1,1
14490,0,11473,15,203,6539,0,0,0,0,0,27,27,0,0,4.61713E+11,2.24904E+11,0,0
59880,0,11473,15,207,6521,0,0,0,0,0,27,27,0,0,4.66092E+11,2.75757E+11,0,0
9423,0,11480,17,142,6558,0,0,0,0,0,27,27,0,0,4.75572E+11,2.70418E+11,0,0
51025,0,11481,15,110,6535,0,0,0,0,0,27,27,0,0,3.37191E+11,2.31295E+11,0,0
20465,0,11496,18,175,6484,0,0,0,0,0,25,25,0,0,4.84353E+11,3.6372E+11,0,0
13948,0,11499,14,202,6514,0,0,0,0,0,28,28,0,0,4.70542E+11,2.34712E+11,0,0
60471,0,11500,16,168,6482,0,0,0,0,0,29,29,0,0,5.35527E+11,3.785E+11,0,0
21551,0,11504,14,175,6503,0,0,0,0,0,30,30,0,0,5.02364E+11,4.19521E+11,0,0
31144,0,11505,15,122,6495,0,0,0,0,0,28,28,0,0,3.83803E+11,2.37302E+11,0,0
6528,0,11507,15,183,6533,0,0,0,0,0,32,32,0,0,4.90608E+11,3.28949E+11,0,0
18836,0,11509,16,157,6534,0,0,0,0,0,35,35,0,0,5.23643E+11,2.79405E+11,0,0
41644,0,11512,16,138,6444,0,0,0,0,0,29,29,0,0,4.43608E+11,2.73354E+11,0,0
8338,0,11513,17,59,6510,0,0,0,0,0,27,27,0,0,1.79111E+11,1.20748E+11,0,0
59882,0,11521,15,208,6521,0,0,0,0,0,26,26,0,0,4.67331E+11,2.76834E+11,0,0
56505,0,11522,28,19,6379,0,0,0,0,0,28,28,0,2,35964900663,21518868292,0,0
30239,0,11523,14,186,6496,0,0,0,0,0,29,29,0,0,4.07823E+11,2.55218E+11,0,0
52385,0,11523,14,222,6555,0,0,0,0,0,29,29,0,0,5.07241E+11,2.29598E+11,0,0
21552,0,11528,14,176,6503,0,0,0,0,0,31,31,0,0,5.03444E+11,4.20473E+11,0,0
50556,0,11530,15,340,6486,0,0,0,0,0,31,31,0,0,1.29804E+12,2.377E+11,0,0
54960,0,11537,15,117,6512,0,0,0,0,0,31,31,0,0,3.65342E+11,2.38419E+11,0,0
48410,0,11542,15,77,6430,0,0,0,0,0,28,28,0,0,2.63104E+11,1.97524E+11,0,0
60411,0,11543,14,106,6539,0,0,0,0,0,30,30,0,0,3.84194E+11,2.22549E+11,0,0
4719,0,11546,18,108,6510,0,0,0,0,0,29,29,0,0,3.31499E+11,2.41901E+11,0,0
30240,0,11547,14,186,6496,0,0,0,0,0,28,28,0,0,4.08338E+11,2.5583E+11,0,0
31937,0,11550,14,63,6511,0,0,0,0,0,29,29,0,0,1.42842E+11,7619743473,0,0
26259,0,11552,15,114,6517,0,0,0,0,0,28,28,0,0,3.54684E+11,2.42292E+11,0,0
31146,0,11553,15,122,6495,0,0,0,0,0,29,29,0,0,3.8544E+11,2.38669E+11,0,0
67206,2,11555,33,85,6490,0,0,2,0,11,31,31,11,0,3.1902E+11,6.13038E+11,0,0
51257,0,11560,14,135,6563,0,0,0,0,0,33,33,0,0,4.30216E+11,2.67962E+11,0,0
41646,0,11560,16,139,6444,0,0,0,0,0,28,28,0,0,4.45209E+11,2.74687E+11,0,0
58163,0,11561,16,161,6561,0,0,0,0,0,28,28,0,0,5.50622E+11,3.02985E+11,0,0
20468,0,11568,18,176,6484,0,0,0,0,0,25,25,0,0,4.87552E+11,3.66556E+11,0,0
4720,0,11570,18,109,6510,0,0,0,0,0,32,32,0,0,3.32464E+11,2.42741E+11,0,0
56507,0,11570,28,19,6379,0,0,0,0,0,28,28,0,2,39470659416,22711527239,0,0
52387,0,11571,14,223,6555,0,0,0,0,0,29,29,0,0,5.0838E+11,2.30598E+11,0,0
30241,0,11571,14,186,6496,0,0,0,0,0,29,29,0,0,4.08892E+11,2.5644E+11,0,0
31938,0,11574,14,63,6511,0,0,0,0,0,29,29,0,0,1.42857E+11,7620064529,0,0
34586,0,11579,14,172,6481,0,0,0,0,0,27,27,0,0,5.98728E+11,3.1832E+11,0,0
18839,0,11581,16,159,6534,0,0,0,0,0,35,35,0,0,5.31026E+11,2.82882E+11,0,0
54962,0,11585,15,117,6512,0,0,0,0,0,32,32,0,0,3.67072E+11,2.39735E+11,0,0
60413,0,11591,14,107,6539,0,0,0,0,0,30,30,0,0,3.86374E+11,2.24169E+11,0,0
14495,0,11593,15,205,6539,0,0,0,0,0,27,27,0,0,4.6443E+11,2.27315E+11,0,0
37876,0,11597,18,17,6532,0,0,0,0,0,24,24,0,0,8073093339,16386962324,0,0
39655,0,11601,15,164,6515,0,0,0,0,0,25,25,0,0,4.69884E+11,3.73838E+11,0,0
51030,0,11601,15,112,6535,0,0,0,0,0,27,27,0,0,3.41377E+11,2.34858E+11,0,0
31148,0,11601,15,123,6495,0,0,0,0,0,28,28,0,0,3.87216E+11,2.40015E+11,0,0
18840,0,11605,16,159,6534,0,0,0,0,0,35,35,0,0,5.3252E+11,2.83899E+11,0,0
62706,0,11607,29,7,6509,0,0,0,0,0,29,29,0,0,4686992527,2.57426E+11,0,0
41648,0,11608,16,139,6444,0,0,0,0,0,28,28,0,0,4.47014E+11,2.76058E+11,0,0
58165,0,11609,16,162,6561,0,0,0,0,0,28,28,0,0,5.5241E+11,3.04212E+11,0,0
63340,0,11611,25,12,6441,0,0,0,0,0,32,32,0,0,4640939880,2.72922E+11,1,1
60414,0,11615,14,107,6539,0,0,0,0,0,30,30,0,0,3.87613E+11,2.25109E+11,0,0
56509,0,11618,28,20,6379,0,0,0,0,0,28,28,0,2,41907749549,24011327481,0,0
26262,0,11624,15,115,6517,0,0,0,0,0,27,27,0,0,3.57315E+11,2.44311E+11,0,0
31149,0,11625,15,123,6495,0,0,0,0,0,28,28,0,0,3.88024E+11,2.40615E+11,0,0
11782,0,11626,17,124,6456,0,0,0,0,0,27,27,0,0,3.91583E+11,2.42969E+11,0,0
34588,0,11627,14,173,6481,0,0,0,0,0,27,27,0,0,6.00493E+11,3.19671E+11,0,0
8526,0,11632,16,131,6493,0,0,0,0,0,27,27,0,0,4.01415E+11,2.59524E+11,0,0
8343,0,11633,17,60,6510,0,0,0,0,0,27,27,0,0,1.81948E+11,1.22397E+11,0,0
63341,0,11635,25,12,6441,0,0,0,0,0,32,32,0,0,4640939880,2.72922E+11,1,1
4723,0,11642,18,110,6510,0,0,0,0,0,31,31,0,0,3.35384E+11,2.45086E+11,0,0
52390,0,11643,14,224,6555,0,0,0,0,0,28,28,0,0,5.10137E+11,2.32197E+11,0,0
1646,0,11643,12,185,6526,0,0,0,0,0,30,30,0,0,3.99183E+11,2.29133E+11,0,0
4000,0,11648,14,139,6509,0,0,0,0,0,27,27,0,0,4.22241E+11,2.7069E+11,0,0
2914,0,11650,17,122,6567,0,0,0,0,0,28,28,0,0,3.79624E+11,2.45934E+11,0,0
6534,0,11651,15,187,6533,0,0,0,0,0,33,33,0,0,4.97008E+11,3.34551E+11,0,0
18842,0,11653,16,160,6534,0,0,0,0,0,35,35,0,0,5.35129E+11,2.8578E+11,0,0
20472,0,11664,18,178,6484,0,0,0,0,0,25,25,0,0,4.91299E+11,3.6981E+11,0,0
56511,0,11666,28,21,6379,0,0,0,0,0,27,27,0,2,45110165279,25468143693,0,0
13955,0,11667,14,205,6514,0,0,0,0,0,27,27,0,0,4.7419E+11,2.38857E+11,0,0
60478,0,11668,16,173,6482,0,0,0,0,0,29,29,0,0,5.44369E+11,3.86186E+11,0,0
31942,0,11670,14,64,6511,0,0,0,0,0,27,27,0,0,1.42901E+11,7621241161,0,0
21558,0,11672,14,180,6503,0,0,0,0,0,30,30,0,0,5.1021E+11,4.26457E+11,0,0
45482,0,11672,44,102,6543,0,0,0,0,0,38,38,0,4,4.35286E+11,4.89457E+11,0,0
4001,0,11672,14,139,6509,0,0,0,0,0,27,27,0,0,4.23285E+11,2.71425E+11,0,0
31151,0,11673,15,124,6495,0,0,0,0,0,28,28,0,0,3.8966E+11,2.41846E+11,0,0
51033,0,11673,15,113,6535,0,0,0,0,0,27,27,0,0,3.43712E+11,2.36673E+11,0,0
58168,0,11681,16,163,6561,0,0,0,0,0,28,28,0,0,5.55199E+11,3.0622E+11,0,0
54966,0,11681,15,118,6512,0,0,0,0,0,30,30,0,0,3.70381E+11,2.42263E+11,0,0
48416,0,11686,15,79,6430,0,0,0,0,0,28,28,0,0,2.69978E+11,2.03375E+11,0,0
60417,0,11687,14,108,6539,0,0,0,0,0,30,30,0,0,3.91577E+11,2.28115E+11,0,0
59889,0,11689,15,210,6521,0,0,0,0,0,26,26,0,0,4.70882E+11,2.81186E+11,0,0
52392,0,11691,14,225,6555,0,0,0,0,0,29,29,0,0,5.11199E+11,2.33162E+11,0,0
31152,0,11697,15,124,6495,0,0,0,0,0,27,27,0,0,3.90586E+11,2.42536E+11,0,0
50563,0,11698,15,343,6486,0,0,0,0,0,33,33,0,0,1.30443E+12,2.42664E+11,0,0
11785,0,11698,17,125,6456,0,0,0,0,0,26,26,0,0,3.94002E+11,2.44828E+11,0,0
18844,0,11701,16,161,6534,0,0,0,0,0,36,36,0,0,5.37922E+11,2.87685E+11,0,0
62710,0,11703,29,7,6509,0,0,0,0,0,29,29,0,0,4687000374,2.61175E+11,1,1
51263,0,11704,14,137,6563,0,0,0,0,0,32,32,0,0,4.36231E+11,2.72798E+11,0,0
8529,0,11704,16,132,6493,0,0,0,0,0,26,26,0,0,4.05295E+11,2.62826E+11,0,0
41652,0,11704,16,140,6444,0,0,0,0,0,28,28,0,0,4.50608E+11,2.78758E+11,0,0
8346,0,11705,17,60,6510,0,0,0,0,0,27,27,0,0,1.83488E+11,1.23112E+11,0,0
63344,0,11707,25,12,6441,0,0,0,0,0,32,32,0,0,4640939880,2.72922E+11,1,1
20474,0,11712,18,179,6484,0,0,0,0,0,25,25,0,0,4.93051E+11,3.71547E+11,0,0
30247,0,11715,14,188,6496,0,0,0,0,0,29,29,0,0,4.11934E+11,2.60053E+11,0,0
60480,0,11716,16,174,6482,0,0,0,0,0,30,30,0,0,5.46996E+11,3.88362E+11,0,0
37881,0,11717,18,17,6532,0,0,0,0,0,24,24,0,0,8079649091,16399176612,0,0
31944,0,11718,14,64,6511,0,0,0,0,0,29,29,0,0,1.42919E+11,7621472273,0,0
52311,0,11721,16,122,6467,0,0,0,0,0,28,28,0,0,3.7437E+11,2.68356E+11,0,0
31153,0,11721,15,125,6495,0,0,0,0,0,28,28,0,0,3.91516E+11,2.43278E+11,0,0
11786,0,11722,17,125,6456,0,0,0,0,0,26,26,0,0,3.94834E+11,2.45521E+11,0,0
2917,0,11722,17,123,6567,0,0,0,0,0,27,27,0,0,3.82209E+11,2.47973E+11,0,0
67213,2,11723,33,86,6490,0,0,2,0,16,30,30,16,0,3.22421E+11,6.24507E+11,0,0
28981,0,11723,15,178,6543,0,0,0,0,0,30,30,0,0,5.30474E+11,3.42357E+11,0,0
8530,0,11728,16,133,6493,0,0,0,0,0,26,26,0,0,4.06529E+11,2.63707E+11,0,0
51264,0,11728,14,138,6563,0,0,0,0,0,31,31,0,0,4.37182E+11,2.73722E+11,0,0
63345,0,11731,25,12,6441,0,0,0,0,0,32,32,0,0,4640939880,2.72922E+11,1,1
20475,0,11736,18,180,6484,0,0,0,0,0,25,25,0,0,4.93924E+11,3.72791E+11,0,0
30248,0,11739,14,189,6496,0,0,0,0,0,29,29,0,0,4.12387E+11,2.60628E+11,0,0
41088,0,11740,21,39,6458,0,0,0,0,0,28,28,0,0,1.38434E+11,3.2583E+11,0,0
21561,0,11744,14,182,6503,0,0,0,0,0,30,30,0,0,5.13017E+11,4.29395E+11,0,0
34593,0,11747,14,175,6481,0,0,0,0,0,26,26,0,0,6.04947E+11,3.233E+11,0,0
51265,0,11752,14,138,6563,0,0,0,0,0,32,32,0,0,4.38181E+11,2.74691E+11,0,0
8348,0,11753,17,61,6510,0,0,0,0,0,27,27,0,0,1.84557E+11,1.23675E+11,0,0
63264,0,11755,25,9,6486,0,0,0,0,0,31,31,0,0,4684915216,2.72798E+11,0,0
4728,0,11762,18,112,6510,0,0,0,0,0,30,30,0,0,3.39975E+11,2.48484E+11,0,0
13959,0,11763,14,206,6514,0,0,0,0,0,28,28,0,0,4.76271E+11,2.40872E+11,0,0
9435,0,11768,17,146,6558,0,0,0,0,0,27,27,0,0,4.87036E+11,2.79258E+11,0,0
2919,0,11770,17,123,6567,0,0,0,0,0,27,27,0,0,3.84009E+11,2.49345E+11,0,0
54970,0,11777,15,120,6512,0,0,0,0,0,32,32,0,0,3.74062E+11,2.44958E+11,0,0
48420,0,11782,15,80,6430,0,0,0,0,0,28,28,0,0,2.74667E+11,2.06904E+11,0,0
60421,0,11783,14,110,6539,0,0,0,0,0,30,30,0,0,3.96305E+11,2.31202E+11,0,0
65036,10,11786,21,65,6474,0,0,10,0,12,25,25,12,0,2.32773E+11,5.89944E+11,0,0
41090,0,11786,21,39,6458,0,0,0,0,0,27,27,0,0,1.3864E+11,3.27018E+11,0,0
52396,0,11787,14,226,6555,0,0,0,0,0,28,28,0,0,5.13242E+11,2.3507E+11,0,0
9436,0,11792,17,147,6558,0,0,0,0,0,27,27,0,0,4.88016E+11,2.79987E+11,0,0
11789,0,11794,17,126,6456,0,0,0,0,0,26,26,0,0,3.97401E+11,2.47566E+11,0,0
2920,0,11794,17,124,6567,0,0,0,0,0,27,27,0,0,3.84834E+11,2.49987E+11,0,0
18848,0,11797,16,163,6534,0,0,0,0,0,34,34,0,0,5.4325E+11,2.91553E+11,0,0
62673,0,11799,29,10,6525,0,0,0,0,0,28,28,0,1,4596225842,2.65024E+11,1,1
51267,0,11800,14,139,6563,0,0,0,0,0,32,32,0,0,4.40229E+11,2.76327E+11,0,0
48421,0,11806,15,81,6430,0,0,0,0,0,28,28,0,0,2.75935E+11,2.07851E+11,0,0
1653,0,11811,12,188,6526,0,0,0,0,0,30,30,0,0,4.02732E+11,2.32909E+11,0,0
52397,0,11811,14,227,6555,0,0,0,0,0,29,29,0,0,5.1378E+11,2.35526E+11,0,0
4007,0,11816,14,142,6509,0,0,0,0,0,27,27,0,0,4.30433E+11,2.7613E+11,0,0
45488,0,11816,44,104,6543,0,0,0,0,0,37,37,0,4,4.41783E+11,4.96744E+11,0,0
52315,0,11817,16,123,6467,0,0,0,0,0,30,30,0,0,3.78165E+11,2.71331E+11,0,0
39664,0,11817,15,169,6515,0,0,0,0,0,25,25,0,0,4.78293E+11,3.82346E+11,0,0
31157,0,11817,15,126,6495,0,0,0,0,0,27,27,0,0,3.94811E+11,2.45797E+11,0,0
28442,0,11818,16,127,6510,0,0,0,0,0,28,28,0,0,3.9759E+11,2.65647E+11,0,0
67217,2,11819,33,87,6490,0,0,2,0,16,30,30,16,0,3.24063E+11,6.29329E+11,0,0
18849,0,11821,16,163,6534,0,0,0,0,0,35,35,0,0,5.44593E+11,2.92349E+11,0,0
41657,0,11824,16,142,6444,0,0,0,0,0,28,28,0,0,4.5572E+11,2.82022E+11,0,0
63349,0,11827,25,12,6441,0,0,0,0,0,32,32,0,0,4640947727,2.76672E+11,1,1
48422,0,11830,15,82,6430,0,0,0,0,0,28,28,0,0,2.78816E+11,2.09032E+11,0,0
60423,0,11831,14,111,6539,0,0,0,0,0,30,30,0,0,3.99017E+11,2.32948E+11,0,0
14505,0,11833,15,209,6539,0,0,0,0,0,26,26,0,0,4.70006E+11,2.32273E+11,0,0
30252,0,11835,14,190,6496,0,0,0,0,0,29,29,0,0,4.14425E+11,2.62685E+11,0,0
67218,2,11843,33,87,6490,0,0,2,0,16,29,29,16,0,3.24424E+11,6.30439E+11,0,0
8535,0,11848,16,136,6493,0,0,0,0,0,26,26,0,0,4.12565E+11,2.67802E+11,0,0
63350,0,11851,25,12,6441,0,0,0,0,0,32,32,0,0,4640947727,2.76672E+11,1,1
14506,0,11857,15,209,6539,0,0,0,0,0,27,27,0,0,4.70439E+11,2.32649E+11,0,0
31950,0,11862,14,64,6511,0,0,0,0,0,29,29,0,0,1.42973E+11,7622571521,0,0
21566,0,11864,14,184,6503,0,0,0,0,0,30,30,0,0,5.17464E+11,4.3373E+11,0,0
52317,0,11865,16,124,6467,0,0,0,0,0,30,30,0,0,3.79953E+11,2.72557E+11,0,0
28987,0,11867,15,181,6543,0,0,0,0,0,30,30,0,0,5.37196E+11,3.48411E+11,0,0
18851,0,11869,16,164,6534,0,0,0,0,0,35,35,0,0,5.474E+11,2.93992E+11,0,0
62717,0,11871,29,7,6509,0,0,0,0,0,29,29,0,0,4687008221,2.64925E+11,1,1
60425,0,11879,14,111,6539,0,0,0,0,0,30,30,0,0,4.01257E+11,2.34488E+11,0,0
14507,0,11881,15,210,6539,0,0,0,0,0,27,27,0,0,4.70909E+11,2.33086E+11,0,0
56520,0,11882,28,28,6379,0,0,0,0,0,28,28,0,2,73845113394,42992231853,0,0
52400,0,11883,14,228,6555,0,0,0,0,0,28,28,0,0,5.15237E+11,2.36768E+11,0,0
64517,2,11883,22,84,6536,0,0,2,0,0,26,26,0,3,3.16835E+11,6.34828E+11,0,0
31951,0,11886,14,64,6511,0,0,0,0,0,29,29,0,0,1.42982E+11,7622601673,0,0
28445,0,11890,16,128,6510,0,0,0,0,0,28,28,0,0,4.00115E+11,2.67664E+11,0,0
50571,0,11890,15,345,6486,0,0,0,0,0,30,30,0,0,1.31203E+12,2.48197E+11,0,0
67220,2,11891,33,87,6490,0,0,2,0,16,29,29,16,0,3.25076E+11,6.32771E+11,0,0
6544,0,11891,15,192,6533,0,0,0,0,0,34,34,0,0,5.06248E+11,3.4297E+11,0,0
58177,0,11897,16,166,6561,0,0,0,0,0,28,28,0,0,5.63503E+11,3.12179E+11,0,0
63270,0,11899,25,9,6486,0,0,0,0,0,31,31,0,0,4684923063,2.76548E+11,0,0
1092,0,11904,21,59,6493,0,0,0,0,0,24,24,0,1,2.06352E+11,5.39952E+11,0,0
56521,0,11906,28,29,6379,0,0,0,0,0,28,28,0,2,78216007792,45408575645,0,0
4011,0,11912,14,144,6509,0,0,0,0,0,28,28,0,0,4.34977E+11,2.79065E+11,0,0
52319,0,11913,16,124,6467,0,0,0,0,0,31,31,0,0,3.8188E+11,2.74008E+11,0,0
11794,0,11914,17,128,6456,0,0,0,0,0,28,28,0,0,4.01753E+11,2.51549E+11,0,0
28446,0,11914,16,128,6510,0,0,0,0,0,30,30,0,0,4.00974E+11,2.68323E+11,0,0
28989,0,11915,15,182,6543,0,0,0,0,0,30,30,0,0,5.39401E+11,3.50055E+11,0,0
18853,0,11917,16,165,6534,0,0,0,0,0,36,36,0,0,5.49871E+11,2.95686E+11,0,0
41661,0,11920,16,143,6444,0,0,0,0,0,27,27,0,0,4.59077E+11,2.84468E+11,0,0
10680,0,11928,26,42,6487,0,0,0,0,0,33,33,0,2,1.47786E+11,2.71694E+11,0,0
1093,0,11928,21,59,6493,0,0,0,0,0,24,24,0,1,2.06932E+11,5.41181E+11,0,0
14509,0,11929,15,210,6539,0,0,0,0,0,27,27,0,0,4.71778E+11,2.33883E+11,0,0
52402,0,11931,14,228,6555,0,0,0,0,0,28,28,0,0,5.16159E+11,2.376E+11,0,0
64519,2,11931,22,85,6536,0,0,2,0,0,26,26,0,3,3.17667E+11,6.36966E+11,0,0
13966,0,11931,14,208,6514,0,0,0,0,0,27,27,0,0,4.79555E+11,2.4467E+11,0,0
4012,0,11936,14,144,6509,0,0,0,0,0,27,27,0,0,4.36133E+11,2.79831E+11,0,0
2926,0,11938,17,126,6567,0,0,0,0,0,28,28,0,0,3.89896E+11,2.53755E+11,0,0
62720,0,11943,29,7,6509,0,0,0,0,0,29,29,0,0,4687008221,2.64925E+11,1,1
8356,0,11945,17,63,6510,0,0,0,0,0,28,28,0,0,1.91272E+11,1.25773E+11,0,0
27695,0,11947,19,65,6531,0,0,0,0,0,30,30,0,0,2.37244E+11,6.65949E+11,0,0
63272,0,11947,25,9,6486,0,0,0,0,0,31,31,0,0,4684930910,2.80298E+11,0,0
41097,0,11954,21,39,6458,0,0,0,0,0,31,31,0,0,1.39158E+11,3.30296E+11,0,0
52403,0,11955,14,229,6555,0,0,0,0,0,28,28,0,0,5.16621E+11,2.38049E+11,0,0
31954,0,11958,14,65,6511,0,0,0,0,0,29,29,0,0,1.43009E+11,7624850569,0,0
9443,0,11960,17,149,6558,0,0,0,0,0,27,27,0,0,4.94711E+11,2.84578E+11,0,0
39670,0,11961,15,171,6515,0,0,0,0,0,25,25,0,0,4.83347E+11,3.87488E+11,0,0
28991,0,11963,15,183,6543,0,0,0,0,0,29,29,0,0,5.41595E+11,3.51608E+11,0,0
34602,0,11963,14,178,6481,0,0,0,0,0,26,26,0,0,6.14667E+11,3.30245E+11,0,0
62680,0,11967,29,10,6525,0,0,0,0,0,29,29,0,1,4596233689,2.68773E+11,1,1
8540,0,11968,16,138,6493,0,0,0,0,0,26,26,0,0,4.18308E+11,2.71675E+11,0,0
58180,0,11969,16,166,6561,0,0,0,0,0,28,28,0,0,5.65868E+11,3.13988E+11,0,0
48428,0,11974,15,84,6430,0,0,0,0,0,29,29,0,0,2.86674E+11,2.14458E+11,0,0
41098,0,11978,21,39,6458,0,0,0,0,0,31,31,0,0,1.39165E+11,3.30296E+11,0,0
45495,0,11984,44,106,6543,0,0,0,0,0,37,37,0,4,4.50821E+11,5.05767E+11,0,0
21571,0,11984,14,187,6503,0,0,0,0,0,30,30,0,0,5.21441E+11,4.37541E+11,0,0
2928,0,11986,17,126,6567,0,0,0,0,0,27,27,0,0,3.91347E+11,2.54862E+11,0,0
50575,0,11986,15,347,6486,0,0,0,0,0,30,30,0,0,1.31581E+12,2.50929E+11,0,0
6548,0,11987,15,194,6533,0,0,0,0,0,32,32,0,0,5.09868E+11,3.45991E+11,0,0
18856,0,11989,16,167,6534,0,0,0,0,0,34,34,0,0,5.53537E+11,2.98102E+11,0,0
63356,0,11995,25,12,6441,0,0,0,0,0,31,31,0,0,4640955574,2.80422E+11,1,1
8145,0,11995,21,51,6535,0,0,0,0,0,29,29,0,0,1.86902E+11,3.29376E+11,0,0
48429,0,11998,15,84,6430,0,0,0,0,0,28,28,0,0,2.87755E+11,2.15295E+11,0,0
60430,0,11999,14,113,6539,0,0,0,0,0,30,30,0,0,4.06437E+11,2.38013E+11,1,1
65045,10,11999,21,67,6474,0,0,10,0,12,26,26,12,0,2.36951E+11,6.0272E+11,0,0
10321,0,12001,26,43,6467,0,0,0,0,0,35,35,0,2,1.49092E+11,2.74783E+11,0,0
59902,0,12001,15,215,6521,0,0,0,0,0,27,27,0,0,4.76962E+11,2.87157E+11,0,0
41099,0,12002,21,39,6458,0,0,0,0,0,31,31,0,0,1.39173E+11,3.30296E+11,0,0
64522,2,12003,22,85,6536,0,0,2,0,0,27,27,0,3,3.19103E+11,6.40496E+11,0,0
60492,0,12004,16,179,6482,0,0,0,0,0,29,29,0,0,5.58945E+11,3.98946E+11,0,0
37893,0,12005,18,17,6532,0,0,0,0,0,24,24,0,0,8092896411,16432486380,0,0
26278,0,12008,15,120,6517,0,0,0,0,0,27,27,0,0,3.70961E+11,2.5425E+11,0,0
28450,0,12010,16,129,6510,0,0,0,0,0,28,28,0,0,4.04047E+11,2.70606E+11,0,0
11798,0,12010,17,130,6456,0,0,0,0,0,27,27,0,0,4.0499E+11,2.54116E+11,0,0
18857,0,12013,16,167,6534,0,0,0,0,0,35,35,0,0,5.54655E+11,2.98857E+11,0,0
58182,0,12017,16,167,6561,0,0,0,0,0,27,27,0,0,5.67292E+11,3.15085E+11,0,0
8359,0,12017,17,64,6510,0,0,0,0,0,28,28,0,0,1.92763E+11,1.27106E+11,0,0
11227,0,12019,22,46,6507,0,0,0,0,0,31,31,0,0,1.62566E+11,2.94268E+11,0,0
34391,0,12019,21,51,6445,0,0,0,0,0,26,26,0,1,1.86068E+11,3.24045E+11,0,0
4739,0,12026,18,116,6510,0,0,0,0,0,29,29,0,0,3.50125E+11,2.55658E+11,0,0
9446,0,12032,17,150,6558,0,0,0,0,0,27,27,0,0,4.97262E+11,2.86318E+11,0,0
45497,0,12034,44,106,6543,0,0,0,0,0,37,37,0,4,4.52888E+11,5.08282E+11,0,0
50577,0,12034,15,347,6486,0,0,0,0,0,30,30,0,0,1.31752E+12,2.52146E+11,0,0
34605,0,12035,14,179,6481,0,0,0,0,0,25,25,0,0,6.17172E+11,3.32264E+11,0,0
62683,0,12039,29,10,6525,0,0,0,0,0,28,28,0,1,4596241536,2.72523E+11,1,1
11228,0,12043,22,46,6507,0,0,0,0,0,32,32,0,0,1.62871E+11,2.94972E+11,0,0
